Hour,Value1,Value2
7716,0.51,0.51
7717,0.72,0.72
7718,0.59,0.59
7719,0.26,0.26
7720,0.82,0.82
7721,0.96,0.96
7722,0.86,0.86
7723,0.57,0.57
7724,0.4,0.4
7725,0.69,0.69
7726,0.58,0.58
7727,0.89,0.89
7728,0.62,0.62
7729,0.3,0.3
7730,0.05,0.05
7731,0.26,0.26
7732,0.38,0.38
7733,0.94,0.94
7734,0.55,0.55
7735,0.83,0.83
7736,0.71,0.71
7737,0.65,0.65
7738,0.3,0.3
7739,0.89,0.89
7740,0.27,0.27
7741,0.95,0.95
7742,0.21,0.21
7743,0.94,0.94
7744,0.57,0.57
7745,0.15,0.15
7746,0.53,0.53
7747,0.08,0.08
7748,0.15,0.15
7749,0.41,0.41
7750,0.8,0.8
7751,0.68,0.68
7752,0.57,0.57
7753,0.39,0.39
7754,0.27,0.27
7755,0.51,0.51
7756,0.86,0.86
7757,0.67,0.67
7758,0.01,0.01
7759,0.6,0.6
7760,0.11,0.11
7761,0.16,0.16
7762,0.27,0.27
7763,0.92,0.92
7764,0.27,0.27
7765,0.21,0.21
7766,0.69,0.69
7767,0.89,0.89
7768,0.16,0.16
7769,0.39,0.39
7770,0.31,0.31
7771,0.48,0.48
7772,0.09,0.09
7773,0.5,0.5
7774,0.58,0.58
7775,0.73,0.73
7776,0.68,0.68
7777,0.63,0.63
7778,0.68,0.68
7779,0.9,0.9
7780,0.93,0.93
7781,0.8,0.8
7782,0.34,0.34
7783,0.06,0.06
7784,0.91,0.91
7785,0.41,0.41
7786,0.23,0.23
7787,0.14,0.14
7788,0.4,0.4
7789,0.46,0.46
7790,0.96,0.96
7791,0.05,0.05
7792,0.58,0.58
7793,0.59,0.59
7794,0.03,0.03
7795,0.45,0.45
7796,0.45,0.45
7797,0.55,0.55
7798,0.11,0.11
7799,0.1,0.1
7800,0.52,0.52
7801,0.11,0.11
7802,0.6,0.6
7803,0.14,0.14
7804,0.35,0.35
7805,0.78,0.78
7806,0.55,0.55
7807,0.13,0.13
7808,0.62,0.62
7809,0.53,0.53
7810,0.15,0.15
7811,0.16,0.16
7812,0.67,0.67
7813,0.58,0.58
7814,0.26,0.26
7815,0.65,0.65
7816,0.19,0.19
7817,0.51,0.51
7818,0.75,0.75
7819,0.59,0.59
7820,0.04,0.04
7821,0.69,0.69
7822,0.22,0.22
7823,0.22,0.22
7824,0.59,0.59
7825,0.61,0.61
7826,0.96,0.96
7827,0.7,0.7
7828,0.73,0.73
7829,0.05,0.05
7830,0.13,0.13
7831,0.64,0.64
7832,0.83,0.83
7833,0.05,0.05
7834,0.46,0.46
7835,0.26,0.26
7836,0.24,0.24
7837,0.82,0.82
7838,0.65,0.65
7839,0.76,0.76
7840,0.91,0.91
7841,0.99,0.99
7842,0.71,0.71
7843,0.56,0.56
7844,0.7,0.7
7845,0.31,0.31
7846,0.44,0.44
7847,0.59,0.59
7848,0.46,0.46
7849,0.44,0.44
7850,0.51,0.51
7851,0.4,0.4
7852,0.71,0.71
7853,0.73,0.73
7854,0.65,0.65
7855,0.17,0.17
7856,0.33,0.33
7857,0.98,0.98
7858,0.79,0.79
7859,0.27,0.27
7860,0.27,0.27
7861,0.99,0.99
7862,0.18,0.18
7863,0.5,0.5
7864,0.33,0.33
7865,0.1,0.1
7866,0.56,0.56
7867,0.44,0.44
7868,0.51,0.51
7869,0.41,0.41
7870,0.23,0.23
7871,0.62,0.62
7872,0.81,0.81
7873,0.74,0.74
7874,0.78,0.78
7875,0.35,0.35
7876,0.38,0.38
7877,0.98,0.98
7878,0.83,0.83
7879,0.97,0.97
7880,0.73,0.73
7881,0.66,0.66
7882,0.82,0.82
7883,0.09,0.09
7884,0.1,0.1
7885,0.16,0.16
7886,0.55,0.55
7887,0.72,0.72
7888,0.73,0.73
7889,0.46,0.46
7890,0.03,0.03
7891,0.81,0.81
7892,0.24,0.24
7893,0.14,0.14
7894,0.81,0.81
7895,0.29,0.29
7896,0.4,0.4
7897,0.49,0.49
7898,0.72,0.72
7899,0.53,0.53
7900,0.29,0.29
7901,0.71,0.71
7902,0.48,0.48
7903,0.21,0.21
7904,0.49,0.49
7905,0.48,0.48
7906,0.87,0.87
7907,0.24,0.24
7908,0.17,0.17
7909,0.2,0.2
7910,0.85,0.85
7911,0.03,0.03
7912,0.1,0.1
7913,0.21,0.21
7914,0.81,0.81
7915,0.17,0.17
7916,0.13,0.13
7917,0.63,0.63
7918,0.15,0.15
7919,0.15,0.15
7920,0.88,0.88
7921,0.54,0.54
7922,0.75,0.75
7923,0.56,0.56
7924,0.99,0.99
7925,0.55,0.55
7926,0.54,0.54
7927,0.21,0.21
7928,0.93,0.93
7929,0.6,0.6
7930,0.36,0.36
7931,0.8,0.8
7932,0.81,0.81
7933,0.84,0.84
7934,0.51,0.51
7935,0.87,0.87
7936,0.03,0.03
7937,0.37,0.37
7938,0.98,0.98
7939,0.82,0.82
7940,0.24,0.24
7941,0.24,0.24
7942,0.3,0.3
7943,0.42,0.42
7944,0.11,0.11
7945,0.6,0.6
7946,0.19,0.19
7947,0.89,0.89
7948,0.51,0.51
7949,0.77,0.77
7950,0.48,0.48
7951,0.78,0.78
7952,0.32,0.32
7953,0.69,0.69
7954,0.9,0.9
7955,0.47,0.47
7956,0.7,0.7
7957,0.5,0.5
7958,0.97,0.97
7959,0.66,0.66
7960,0.39,0.39
7961,0.89,0.89
7962,0.81,0.81
7963,0.35,0.35
7964,0.49,0.49
7965,0.69,0.69
7966,0.07,0.07
7967,0.25,0.25
7968,0.52,0.52
7969,0.52,0.52
7970,0.6,0.6
7971,0.29,0.29
7972,0.18,0.18
7973,0.06,0.06
7974,0.21,0.21
7975,0.98,0.98
7976,0.39,0.39
7977,0.56,0.56
7978,0.56,0.56
7979,1.0,1.0
7980,0.34,0.34
7981,0.44,0.44
7982,0.61,0.61
7983,0.96,0.96
7984,0.11,0.11
7985,0.47,0.47
7986,0.41,0.41
7987,0.85,0.85
7988,0.46,0.46
7989,0.57,0.57
7990,0.61,0.61
7991,0.14,0.14
7992,0.09,0.09
7993,0.48,0.48
7994,0.2,0.2
7995,0.08,0.08
7996,0.35,0.35
7997,0.16,0.16
7998,0.87,0.87
7999,0.7,0.7
8000,0.2,0.2
8001,0.3,0.3
8002,0.76,0.76
8003,0.32,0.32
8004,0.42,0.42
8005,0.59,0.59
8006,0.51,0.51
8007,0.88,0.88
8008,0.32,0.32
8009,0.59,0.59
8010,0.87,0.87
8011,0.11,0.11
8012,0.09,0.09
8013,0.93,0.93
8014,0.01,0.01
8015,0.36,0.36
8016,0.68,0.68
8017,0.36,0.36
8018,0.15,0.15
8019,0.86,0.86
8020,0.5,0.5
8021,0.69,0.69
8022,0.58,0.58
8023,0.9,0.9
8024,0.5,0.5
8025,0.39,0.39
8026,0.27,0.27
8027,0.92,0.92
8028,0.68,0.68
8029,0.72,0.72
8030,0.52,0.52
8031,0.07,0.07
8032,0.67,0.67
8033,0.58,0.58
8034,0.6,0.6
8035,0.49,0.49
8036,0.46,0.46
8037,0.34,0.34
8038,0.54,0.54
8039,0.16,0.16
8040,0.3,0.3
8041,0.22,0.22
8042,0.7,0.7
8043,0.6,0.6
8044,0.73,0.73
8045,0.9,0.9
8046,0.72,0.72
8047,0.66,0.66
8048,0.65,0.65
8049,0.07,0.07
8050,0.42,0.42
8051,0.08,0.08
8052,0.49,0.49
8053,0.71,0.71
8054,0.07,0.07
8055,1.0,1.0
8056,0.76,0.76
8057,0.96,0.96
8058,0.06,0.06
8059,0.96,0.96
8060,0.3,0.3
8061,0.27,0.27
8062,0.08,0.08
8063,0.96,0.96
8064,0.54,0.54
8065,0.7,0.7
8066,0.8,0.8
8067,0.41,0.41
8068,0.31,0.31
8069,0.69,0.69
8070,0.75,0.75
8071,0.23,0.23
8072,0.94,0.94
8073,0.22,0.22
8074,0.15,0.15
8075,0.16,0.16
8076,0.29,0.29
8077,0.96,0.96
8078,0.01,0.01
8079,0.78,0.78
8080,0.68,0.68
8081,0.56,0.56
8082,0.98,0.98
8083,0.87,0.87
8084,0.91,0.91
8085,0.63,0.63
8086,0.94,0.94
8087,1.0,1.0
8088,0.3,0.3
8089,0.67,0.67
8090,0.98,0.98
8091,0.06,0.06
8092,0.68,0.68
8093,0.96,0.96
8094,0.29,0.29
8095,0.76,0.76
8096,0.58,0.58
8097,0.36,0.36
8098,0.84,0.84
8099,0.36,0.36
8100,0.73,0.73
8101,0.02,0.02
8102,0.43,0.43
8103,0.96,0.96
8104,0.84,0.84
8105,0.98,0.98
8106,0.59,0.59
8107,0.65,0.65
8108,0.37,0.37
8109,0.85,0.85
8110,0.19,0.19
8111,0.36,0.36
8112,0.1,0.1
8113,0.93,0.93
8114,0.24,0.24
8115,0.55,0.55
8116,0.11,0.11
8117,0.14,0.14
8118,0.47,0.47
8119,0.71,0.71
8120,0.29,0.29
8121,0.25,0.25
8122,0.22,0.22
8123,0.55,0.55
8124,0.65,0.65
8125,0.33,0.33
8126,0.71,0.71
8127,0.48,0.48
8128,0.33,0.33
8129,0.28,0.28
8130,0.7,0.7
8131,0.7,0.7
8132,0.65,0.65
8133,0.62,0.62
8134,0.47,0.47
8135,0.14,0.14
8136,0.59,0.59
8137,0.47,0.47
8138,0.8,0.8
8139,0.86,0.86
8140,0.52,0.52
8141,0.1,0.1
8142,0.31,0.31
8143,0.22,0.22
8144,0.2,0.2
8145,0.23,0.23
8146,0.36,0.36
8147,0.89,0.89
8148,0.92,0.92
8149,0.92,0.92
8150,0.73,0.73
8151,0.5,0.5
8152,0.78,0.78
8153,0.07,0.07
8154,0.61,0.61
8155,0.08,0.08
8156,0.08,0.08
8157,0.32,0.32
8158,0.57,0.57
8159,0.0,0.0
8160,0.84,0.84
8161,0.89,0.89
8162,0.74,0.74
8163,1.0,1.0
8164,0.66,0.66
8165,0.4,0.4
8166,0.91,0.91
8167,0.6,0.6
8168,0.8,0.8
8169,0.93,0.93
8170,0.46,0.46
8171,0.26,0.26
8172,0.21,0.21
8173,0.62,0.62
8174,0.32,0.32
8175,0.22,0.22
8176,0.63,0.63
8177,0.72,0.72
8178,0.41,0.41
8179,0.34,0.34
8180,0.86,0.86
8181,0.25,0.25
8182,0.88,0.88
8183,0.51,0.51
8184,0.11,0.11
8185,0.34,0.34
8186,0.65,0.65
8187,0.74,0.74
8188,0.65,0.65
8189,0.03,0.03
8190,0.04,0.04
8191,0.07,0.07
8192,0.16,0.16
8193,0.72,0.72
8194,0.81,0.81
8195,0.82,0.82
8196,0.28,0.28
8197,0.89,0.89
8198,0.93,0.93
8199,0.25,0.25
8200,0.72,0.72
8201,0.61,0.61
8202,0.56,0.56
8203,0.19,0.19
8204,0.53,0.53
8205,0.75,0.75
8206,0.85,0.85
8207,0.43,0.43
8208,0.39,0.39
8209,0.96,0.96
8210,0.85,0.85
8211,0.6,0.6
8212,0.34,0.34
8213,0.5,0.5
8214,0.66,0.66
8215,0.46,0.46
8216,0.31,0.31
8217,0.7,0.7
8218,0.31,0.31
8219,0.55,0.55
8220,0.84,0.84
8221,0.32,0.32
8222,0.61,0.61
8223,0.16,0.16
8224,0.83,0.83
8225,0.1,0.1
8226,0.62,0.62
8227,0.3,0.3
8228,0.12,0.12
8229,0.76,0.76
8230,0.15,0.15
8231,0.11,0.11
8232,0.3,0.3
8233,0.68,0.68
8234,0.31,0.31
8235,0.23,0.23
8236,0.86,0.86
8237,0.11,0.11
8238,0.32,0.32
8239,0.21,0.21
8240,0.9,0.9
8241,0.64,0.64
8242,0.51,0.51
8243,0.16,0.16
8244,0.19,0.19
8245,0.49,0.49
8246,0.48,0.48
8247,0.35,0.35
8248,0.99,0.99
8249,0.88,0.88
8250,0.66,0.66
8251,0.23,0.23
8252,0.53,0.53
8253,0.28,0.28
8254,0.98,0.98
8255,0.4,0.4
8256,0.57,0.57
8257,0.8,0.8
8258,0.06,0.06
8259,0.94,0.94
8260,0.74,0.74
8261,0.32,0.32
8262,0.89,0.89
8263,0.09,0.09
8264,0.96,0.96
8265,0.0,0.0
8266,0.85,0.85
8267,0.32,0.32
8268,0.57,0.57
8269,0.17,0.17
8270,0.1,0.1
8271,0.46,0.46
8272,0.17,0.17
8273,0.73,0.73
8274,0.97,0.97
8275,0.44,0.44
8276,0.18,0.18
8277,0.65,0.65
8278,0.64,0.64
8279,0.6,0.6
8280,0.2,0.2
8281,0.9,0.9
8282,0.65,0.65
8283,0.03,0.03
8284,0.3,0.3
8285,0.24,0.24
8286,0.15,0.15
8287,0.54,0.54
8288,0.91,0.91
8289,0.45,0.45
8290,0.97,0.97
8291,0.95,0.95
8292,0.37,0.37
8293,0.8,0.8
8294,0.07,0.07
8295,0.23,0.23
8296,0.3,0.3
8297,0.74,0.74
8298,0.2,0.2
8299,0.62,0.62
8300,0.86,0.86
8301,0.19,0.19
8302,0.38,0.38
8303,0.84,0.84
8304,0.8,0.8
8305,0.97,0.97
8306,0.09,0.09
8307,0.47,0.47
8308,0.23,0.23
8309,0.04,0.04
8310,0.53,0.53
8311,0.66,0.66
8312,0.73,0.73
8313,0.25,0.25
8314,0.52,0.52
8315,0.31,0.31
8316,0.63,0.63
8317,0.25,0.25
8318,0.91,0.91
8319,0.77,0.77
8320,0.29,0.29
8321,0.84,0.84
8322,0.66,0.66
8323,0.66,0.66
8324,0.67,0.67
8325,0.37,0.37
8326,0.57,0.57
8327,0.37,0.37
8328,0.4,0.4
8329,0.29,0.29
8330,0.14,0.14
8331,0.9,0.9
8332,0.2,0.2
8333,0.83,0.83
8334,0.79,0.79
8335,0.37,0.37
8336,0.32,0.32
8337,0.34,0.34
8338,0.02,0.02
8339,0.24,0.24
8340,0.95,0.95
8341,0.21,0.21
8342,0.57,0.57
8343,0.27,0.27
8344,0.41,0.41
8345,0.57,0.57
8346,0.97,0.97
8347,0.44,0.44
8348,0.28,0.28
8349,0.89,0.89
8350,0.29,0.29
8351,0.98,0.98
8352,0.62,0.62
8353,0.55,0.55
8354,0.36,0.36
8355,0.15,0.15
8356,0.44,0.44
8357,0.55,0.55
8358,0.07,0.07
8359,0.64,0.64
8360,0.37,0.37
8361,0.37,0.37
8362,0.9,0.9
8363,0.63,0.63
8364,0.44,0.44
8365,0.23,0.23
8366,0.01,0.01
8367,0.4,0.4
8368,0.23,0.23
8369,0.51,0.51
8370,0.2,0.2
8371,0.28,0.28
8372,0.96,0.96
8373,0.85,0.85
8374,0.02,0.02
8375,0.87,0.87
8376,0.36,0.36
8377,0.84,0.84
8378,0.53,0.53
8379,0.78,0.78
8380,0.78,0.78
8381,0.78,0.78
8382,0.12,0.12
8383,0.95,0.95
8384,0.39,0.39
8385,0.96,0.96
8386,0.35,0.35
8387,0.49,0.49
8388,0.25,0.25
8389,0.07,0.07
8390,0.47,0.47
8391,0.37,0.37
8392,0.93,0.93
8393,0.54,0.54
8394,0.89,0.89
8395,0.89,0.89
8396,0.6,0.6
8397,0.29,0.29
8398,0.75,0.75
8399,0.86,0.86
8400,0.12,0.12
8401,0.86,0.86
8402,0.89,0.89
8403,0.84,0.84
8404,0.94,0.94
8405,0.84,0.84
8406,0.7,0.7
8407,0.96,0.96
8408,0.3,0.3
8409,0.24,0.24
8410,0.97,0.97
8411,0.24,0.24
8412,0.63,0.63
8413,0.89,0.89
8414,0.29,0.29
8415,0.55,0.55
8416,0.01,0.01
8417,0.51,0.51
8418,0.08,0.08
8419,0.17,0.17
8420,0.06,0.06
8421,0.08,0.08
8422,0.53,0.53
8423,0.51,0.51
8424,0.86,0.86
8425,0.09,0.09
8426,0.08,0.08
8427,0.15,0.15
8428,0.61,0.61
8429,0.95,0.95
8430,0.62,0.62
8431,0.91,0.91
8432,0.94,0.94
8433,0.5,0.5
8434,0.82,0.82
8435,0.99,0.99
8436,0.82,0.82
8437,0.74,0.74
8438,0.51,0.51
8439,0.92,0.92
8440,0.55,0.55
8441,0.16,0.16
8442,0.42,0.42
8443,0.28,0.28
8444,0.14,0.14
8445,0.5,0.5
8446,0.31,0.31
8447,0.05,0.05
8448,0.91,0.91
8449,0.68,0.68
8450,0.16,0.16
8451,0.2,0.2
8452,0.82,0.82
8453,0.61,0.61
8454,0.54,0.54
8455,0.86,0.86
8456,0.82,0.82
8457,0.52,0.52
8458,0.08,0.08
8459,0.72,0.72
8460,0.38,0.38
8461,0.25,0.25
8462,0.81,0.81
8463,0.17,0.17
8464,0.43,0.43
8465,0.63,0.63
8466,0.77,0.77
8467,0.51,0.51
8468,0.37,0.37
8469,0.09,0.09
8470,0.15,0.15
8471,0.9,0.9
8472,0.53,0.53
8473,0.79,0.79
8474,0.52,0.52
8475,0.18,0.18
8476,0.54,0.54
8477,0.47,0.47
8478,0.02,0.02
8479,0.56,0.56
8480,0.17,0.17
8481,0.62,0.62
8482,0.83,0.83
8483,0.0,0.0
8484,0.42,0.42
8485,0.31,0.31
8486,0.91,0.91
8487,0.24,0.24
8488,0.04,0.04
8489,0.22,0.22
8490,0.93,0.93
8491,0.2,0.2
8492,0.21,0.21
8493,0.79,0.79
8494,0.71,0.71
8495,0.1,0.1
8496,0.09,0.09
8497,0.37,0.37
8498,0.09,0.09
8499,0.75,0.75
8500,0.09,0.09
8501,0.28,0.28
8502,0.14,0.14
8503,0.99,0.99
8504,0.65,0.65
8505,0.14,0.14
8506,0.46,0.46
8507,0.87,0.87
8508,0.85,0.85
8509,0.5,0.5
8510,0.88,0.88
8511,0.86,0.86
8512,0.41,0.41
8513,0.55,0.55
8514,0.6,0.6
8515,0.62,0.62
8516,0.8,0.8
8517,0.63,0.63
8518,0.5,0.5
8519,0.32,0.32
8520,0.45,0.45
8521,0.2,0.2
8522,0.87,0.87
8523,0.43,0.43
8524,0.49,0.49
8525,0.3,0.3
8526,0.67,0.67
8527,0.94,0.94
8528,0.98,0.98
8529,0.86,0.86
8530,1.0,1.0
8531,0.42,0.42
8532,0.88,0.88
8533,0.24,0.24
8534,0.52,0.52
8535,0.76,0.76
8536,0.52,0.52
8537,0.72,0.72
8538,0.87,0.87
8539,0.46,0.46
8540,0.53,0.53
8541,0.53,0.53
8542,0.86,0.86
8543,0.46,0.46
8544,0.04,0.04
8545,0.55,0.55
8546,0.26,0.26
8547,0.6,0.6
8548,0.52,0.52
8549,0.91,0.91
8550,0.38,0.38
8551,0.36,0.36
8552,0.79,0.79
8553,0.14,0.14
8554,0.22,0.22
8555,0.66,0.66
8556,0.22,0.22
8557,0.21,0.21
8558,0.81,0.81
8559,0.45,0.45
8560,0.97,0.97
8561,0.89,0.89
8562,0.75,0.75
8563,0.59,0.59
8564,0.49,0.49
8565,0.88,0.88
8566,0.22,0.22
8567,0.1,0.1
8568,0.13,0.13
8569,0.01,0.01
8570,0.71,0.71
8571,0.15,0.15
8572,0.06,0.06
8573,0.83,0.83
8574,0.71,0.71
8575,0.46,0.46
8576,0.81,0.81
8577,0.01,0.01
8578,0.27,0.27
8579,0.99,0.99
8580,0.0,0.0
8581,0.11,0.11
8582,0.09,0.09
8583,0.63,0.63
8584,0.19,0.19
8585,0.43,0.43
8586,0.06,0.06
8587,0.13,0.13
8588,0.27,0.27
8589,0.99,0.99
8590,0.5,0.5
8591,0.46,0.46
8592,0.68,0.68
8593,0.14,0.14
8594,0.71,0.71
8595,0.71,0.71
8596,0.01,0.01
8597,0.43,0.43
8598,0.66,0.66
8599,0.35,0.35
8600,0.0,0.0
8601,0.96,0.96
8602,0.12,0.12
8603,0.84,0.84
8604,0.85,0.85
8605,0.95,0.95
8606,0.36,0.36
8607,0.65,0.65
8608,0.6,0.6
8609,0.37,0.37
8610,0.0,0.0
8611,0.74,0.74
8612,0.67,0.67
8613,0.49,0.49
8614,0.6,0.6
8615,0.29,0.29
8616,0.24,0.24
8617,0.48,0.48
8618,0.63,0.63
8619,0.04,0.04
8620,0.3,0.3
8621,0.25,0.25
8622,0.4,0.4
8623,0.38,0.38
8624,0.07,0.07
8625,0.94,0.94
8626,0.04,0.04
8627,0.57,0.57
8628,0.74,0.74
8629,0.16,0.16
8630,0.04,0.04
8631,0.73,0.73
8632,0.82,0.82
8633,0.49,0.49
8634,0.2,0.2
8635,0.64,0.64
8636,0.57,0.57
8637,0.54,0.54
8638,0.38,0.38
8639,0.36,0.36
8640,0.72,0.72
8641,0.87,0.87
8642,0.93,0.93
8643,0.18,0.18
8644,0.39,0.39
8645,0.04,0.04
8646,0.97,0.97
8647,0.9,0.9
8648,0.12,0.12
8649,0.91,0.91
8650,0.3,0.3
8651,0.12,0.12
8652,0.67,0.67
8653,0.18,0.18
8654,0.15,0.15
8655,0.64,0.64
8656,0.94,0.94
8657,0.97,0.97
8658,0.57,0.57
8659,0.13,0.13
8660,0.96,0.96
8661,0.52,0.52
8662,0.88,0.88
8663,0.86,0.86
8664,0.33,0.33
8665,0.33,0.33
8666,0.04,0.04
8667,0.75,0.75
8668,0.66,0.66
8669,0.57,0.57
8670,0.3,0.3
8671,0.05,0.05
8672,0.54,0.54
8673,0.49,0.49
8674,0.72,0.72
8675,0.02,0.02
8676,0.58,0.58
8677,0.59,0.59
8678,0.41,0.41
8679,0.67,0.67
8680,0.1,0.1
8681,0.05,0.05
8682,0.34,0.34
8683,0.83,0.83
8684,0.02,0.02
8685,0.49,0.49
8686,0.17,0.17
8687,0.09,0.09
8688,0.04,0.04
8689,0.64,0.64
8690,0.25,0.25
8691,0.33,0.33
8692,0.02,0.02
8693,0.12,0.12
8694,0.42,0.42
8695,0.66,0.66
8696,0.2,0.2
8697,0.94,0.94
8698,0.18,0.18
8699,0.69,0.69
8700,0.5,0.5
8701,0.61,0.61
8702,0.82,0.82
8703,0.57,0.57
8704,0.42,0.42
8705,0.99,0.99
8706,0.25,0.25
8707,0.7,0.7
8708,0.59,0.59
8709,0.26,0.26
8710,0.27,0.27
8711,0.11,0.11
8712,0.1,0.1
8713,0.79,0.79
8714,0.16,0.16
8715,0.36,0.36
8716,0.53,0.53
8717,0.1,0.1
8718,0.11,0.11
8719,0.47,0.47
8720,0.5,0.5
8721,0.32,0.32
8722,0.17,0.17
8723,0.4,0.4
8724,0.48,0.48
8725,0.01,0.01
8726,0.73,0.73
8727,0.82,0.82
8728,0.51,0.51
8729,0.24,0.24
8730,0.77,0.77
8731,0.68,0.68
8732,0.54,0.54
8733,0.95,0.95
8734,0.96,0.96
8735,0.96,0.96
8736,0.95,0.95
8737,0.43,0.43
8738,0.28,0.28
8739,0.16,0.16
8740,0.29,0.29
8741,0.83,0.83
8742,0.3,0.3
8743,0.87,0.87
8744,0.71,0.71
8745,0.75,0.75
8746,0.01,0.01
8747,0.33,0.33
8748,0.73,0.73
8749,0.93,0.93
8750,0.35,0.35
8751,0.73,0.73
8752,0.29,0.29
8753,0.92,0.92
8754,0.7,0.7
8755,0.14,0.14
8756,0.41,0.41
8757,0.23,0.23
8758,0.97,0.97
8759,0.93,0.93
